StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Pconsent_self,gender,bday#1_1,bday#2_1,bday#3_1,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,P1ed,P2ed,income,city,state,device,device-type,account,ytkids,controls,controls_type,Pdays,Ptime,Ptime_9_TEXT,Pfavorite,observations,yt_opinions_1,yt_opinions_2,yt_opinions_3,yt_opinions_4,yt_opinions_5,concerns,Pconsent-child,opp,gc,term,Q_BallotBoxStuffing,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS,Child_age,Response
3/17/25 17:38,3/17/25 17:43,IP Address,100,277,True,3/17/25 17:43,R_6kNYFWGoru9Diyp,anonymous,EN,0.899999976,,0,20,,Agree,Male,August,10,2013,American Indian or Alaska Native,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",2,NJ,Yes,Android tablet,Yes,Yes,Yes,Good,6 days,45 minutes or less,,Good,Good,None at all,A moderate amount,A lot,A lot,A lot,Good,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4L3zzD8qn0FbTXxha8VpPo,36661704,1449,,Complete
3/17/25 17:41,3/17/25 17:47,IP Address,100,368,True,3/17/25 17:47,R_1vuMFJtsvc5ZxCN,anonymous,EN,0.899999976,,0,0,,Agree,Male,January,16,2011,,Asian,,,,,,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Los Angeles ,Ca,Yes,iPhone,No,No,No,,5 days,45 minutes or less,,Charles kurk,Learning ,A moderate amount,A lot,A lot,A lot,A great deal,Yes. Too much bad and toxic information ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6tyWfil52fD9r7opcTMJKC,36661704,1449,,Complete
3/17/25 17:46,3/17/25 17:50,IP Address,100,231,True,3/17/25 17:50,R_1MGDAp1dJLuyC9r,anonymous,EN,1,,0,0,,Agree,Female,June,27,2012,,,,Hispanic or Latino/a,,,,,,Some college,Some college,"$35,000 through $49,999",Orangevale,CA,Yes,Some other device,No,No,No,,None,0 minutes,,na,does not watch,None at all,A lot,None at all,A lot,None at all,not sure ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4zFIiz9jQg2FTu64TuQd8H,36661704,1449,,Complete
3/17/25 17:53,3/17/25 17:56,IP Address,100,211,True,3/17/25 17:56,R_6EZ2yenGXOnVWx8,anonymous,EN,0.899999976,,0,0,,Agree,Female,January,30,2013,,,Black or African American,,,,,,,Less than high school,Less than high school,"$25,000 through $34,999",Arlington,Tx,No,Android tablet,Yes,Yes,No,,2 days,1 hour or less,,Jujutsu kaisen,Addicted ,A great deal,A great deal,A lot,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1GnUDwhWSI0OlVj5DLk4AC,36661704,1449,,Complete
3/17/25 17:55,3/17/25 18:00,IP Address,100,292,True,3/17/25 18:00,R_3Mm5IqTXl9TpkuO,anonymous,EN,1,,0,0,,Agree,Male,March,9,2012,,,,,,,White,,,Some college,High school degree or equivalent,"$50,000 through $74,999",Horseheads,Ny,Yes,Android phone,Yes,Yes,No,,7 days,More than 2 hours,,Not sure,None,A moderate amount,A moderate amount,A little,A lot,A moderate amount,,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0hAJMDqICjLiPG6QPpheJj,36661704,1449,,Complete
3/17/25 17:54,3/17/25 18:02,IP Address,100,459,True,3/17/25 18:02,R_35Nhgvglg4YbVkk,anonymous,EN,1,,0,0,,Agree,Male,April,26,2012,,,,Hispanic or Latino/a,,,,,,High school degree or equivalent,,"Less than $5,000","Tampa,Florida",fl,Yes,Android tablet,No,Yes,No,,2 days,15 minutes or less,,Cory x,no,A great deal,A lot,A great deal,A lot,A great deal,none,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,72RFASlJDmyRrNRa5DoAjW,36661704,1449,,Complete
3/17/25 17:55,3/17/25 18:06,IP Address,100,639,True,3/17/25 18:06,R_3J4emW5iXOocbIt,anonymous,EN,1,,0,0,,Agree,Male,September,29,2013,,,,,,,White,,,Some college,"Bachelor's degree (e.g. BA, BS)","$50,000 through $74,999",Jim Thorpe,PA,Yes,iPhone,No,,Yes,Don't recall the specifics,4 days,1.5 hours or less,,nothing specific,no,A great deal,A great deal,A lot,A lot,A moderate amount,no i have not,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6ZzhoJeuDkWo4gAdPQl01f,36661704,1449,,Complete
3/17/25 18:00,3/17/25 18:08,IP Address,100,483,True,3/17/25 18:08,R_33W5GrfTxEq6Zma,anonymous,EN,1,,0,10,,Agree,Male,February,1,2013,,,,,,,White,,,Less than high school,Less than high school,"$100,000 or greater",Jasper,indiana,Yes,iPad tablet,Yes,Yes,No,,7 days,2 hours or less,,none,I feel that he is happy and curious,A great deal,A little,A great deal,A lot,A great deal,We haven't faced these situations yet.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5Xpxm1kKDdQ8VNvueTBw7l,36661704,1449,,Complete
3/17/25 18:08,3/17/25 18:10,IP Address,100,137,True,3/17/25 18:10,R_10OKeIVyGWjsmtN,anonymous,EN,1,,0,0,,Agree,Female,February,22,2014,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Indianapolis ,Indiana,Yes,iPhone,No,No,No,,7 days,More than 2 hours,,Soup Timmy ,He’s smarter ,A little,A little,A lot,A lot,A moderate amount,No concerns ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3PlGN7ul1wVwjQQHNk3aET,36661704,1449,,Complete
3/17/25 18:12,3/17/25 18:20,IP Address,100,524,True,3/17/25 18:20,R_5vX4GKmZBd2eUg1,anonymous,EN,1,,0,0,,Agree,Female,January,10,2013,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",San Antonio,Texas,Yes,iPad tablet,Yes,Yes,No,,5 days,1 hour or less,,Blippi,Nothing,A great deal,A lot,A great deal,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2IpYEdGtwk76OKgYIMbbWt,36661704,1449,,Complete
3/17/25 18:27,3/17/25 18:33,IP Address,100,314,True,3/17/25 18:33,R_5wB6wneuUSz0Ffe,anonymous,EN,0.699999988,,0,0,,Agree,Male,January,10,2015,,,,,,,White,,,Some college,"Bachelor's degree (e.g. BA, BS)","$50,000 through $74,999",Wichita Falls ,TX,No,Android tablet,No,No,No,,4 days,45 minutes or less,,Avengers ,No,A lot,A moderate amount,A moderate amount,A lot,A lot,None ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,49ojaeLgiGa0JUGbhBGRxv,36661704,1449,,Complete
3/17/25 18:30,3/17/25 18:34,IP Address,100,205,True,3/17/25 18:34,R_3tOeB9NoU7nbm49,anonymous,EN,0.600000024,,0,0,,Agree,Male,January,7,2016,,,Black or African American,,,,,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Jackson Mississippi ,TN,Yes,Android tablet,No,Yes,No,,7 days,1 hour or less,,Dj ghost,I don't know ,A lot,A great deal,A lot,A lot,A lot,I don't know ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6O1VxuIqqMaMwVQWJhNEb6,36661704,1449,,Complete
3/17/25 18:48,3/17/25 18:51,IP Address,100,168,True,3/17/25 18:51,R_1NQTRHJ7FH0Oy1t,anonymous,EN,0.899999976,,0,0,,Agree,Female,January,22,2015,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)",High school degree or equivalent,"$100,000 or greater",Housto ,Tx,Yes,Android phone,No,No,Yes,Youtube kids,7 days,1 hour or less,,Aphmau,Nothing of concern at this time,A moderate amount,A moderate amount,A lot,A lot,A little,Nothing right now,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5g5HTqte82LvG8i9bpynUu,36661704,1449,,Complete
3/17/25 17:21,3/17/25 18:53,IP Address,100,5511,True,3/17/25 18:53,R_5mBwNhtAlJnys8N,anonymous,EN,0.899999976,,0,0,,Agree,Male,February,24,2017,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Chicago,IL,Yes,iPad tablet,Yes,Yes,Yes,select the options,6 days,30 minutes or less,,Dora,not sure,A lot,A great deal,A moderate amount,A lot,A moderate amount,"dangerous links , naked photos",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5k2TOnZMHsm1sfEwiyxqZQ,36661704,1449,,Complete
3/17/25 19:30,3/17/25 19:37,IP Address,100,442,True,3/17/25 19:38,R_7Nayqz4VteXNx7P,anonymous,EN,1,,0,0,,Agree,Female,November,11,2011,,,Black or African American,,,,,,,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Humble,TX,Yes,iPhone,No,No,No,none,5 days,1 hour or less,,Mr. beast ,No noted change in behavior.,A moderate amount,A lot,A little,A lot,A moderate amount,A few times I have heard inappropriate words and comments and instruct my child to change the channel and not watch again. That tends to happen during videos of gamers filming their process while playing games. ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,48Y6FIFuRH4vmlbKWS16zK,36661704,1449,,Complete
3/17/25 19:35,3/17/25 19:38,IP Address,100,156,True,3/17/25 19:38,R_1b1sb4L0r0kDr5D,anonymous,EN,1,,0,0,,Agree,Male,November,18,2011,,,,,,,White,,,Some college,"Master's degree (e.g. MA, MS)","$100,000 or greater",Dallas,Tx,Yes,iPhone,No,No,No,,7 days,More than 2 hours,,Mr Beast,No,A lot,A lot,A lot,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5rgmgGO375RWI9Wun6X5Ck,36661704,1449,,Complete
3/17/25 19:36,3/17/25 19:44,IP Address,100,484,True,3/17/25 19:44,R_5oQM3HPWXwLtbpJ,anonymous,EN,1,,0,0,,Agree,Male,February,11,2014,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Detroit ,Michigan,Yes,iPad tablet,No,Yes,Yes,Everything.,7 days,2 hours or less,,They see cartoon.,Yes. Very much.,A lot,A lot,A great deal,A lot,A great deal,They create familiar content & I appreciate them.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3vcDCc3s94KdUf6pLTNzZ2,36661704,1449,,Complete
3/17/25 19:40,3/17/25 19:44,IP Address,100,212,True,3/17/25 19:44,R_37pt8M3kNzF649k,anonymous,EN,0.899999976,,0,0,,Agree,Male,April,12,2011,,Asian,,,,,,,,High school degree or equivalent,High school degree or equivalent,"Less than $5,000",san diego,california,Yes,Android phone,No,No,No,,3 days,2 hours or less,,mr beast,nothing concerning because we monitor what he watches,A great deal,A great deal,A great deal,A lot,A lot,nothing in particular,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1C1GazpM1EP9mcLeoMS9JK,36661704,1449,,Complete
3/17/25 19:42,3/17/25 19:45,IP Address,100,200,True,3/17/25 19:45,R_7mk2hYEprTSR9Hu,anonymous,EN,0.899999976,,0,0,,Agree,Female,July,18,2014,,,,Hispanic or Latino/a,,,,,,"Bachelor's degree (e.g. BA, BS)",Some college,"$35,000 through $49,999",Orlando,Florida,Yes,iPad tablet,Yes,No,No,,7 days,1 hour or less,,Alexa,No,None at all,None at all,None at all,A lot,None at all,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4rE6r1ApKEZlX5kRsF1FE6,36661704,1449,,Complete
3/17/25 19:42,3/17/25 19:47,IP Address,100,327,True,3/17/25 19:48,R_7yvz7QbwoiV3UmB,anonymous,EN,0.899999976,,0,0,,Agree,Male,July,20,2011,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Boynton Beach,Florida,Yes,iPad tablet,No,No,No,,3 days,1.5 hours or less,,i don't know,nothing the kid behaves the same as I know,A little,A little,A moderate amount,A lot,A moderate amount,No concerns - the kids are going to learn this some place,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3C9PbkkfQzCw6b7tZYAlol,36661704,1449,,Complete
3/17/25 20:44,3/17/25 20:52,IP Address,100,451,True,3/17/25 20:52,R_3Q3l125kCrIH0M7,anonymous,EN,1,,0,0,,Agree,Male,April,7,2013,,,Black or African American,,,Native Hawaiian or Other Pacific Islander,White,,,Some college,Other,"$25,000 through $34,999",Los Angeles,California,Yes,Android tablet,Yes,Yes,Yes,It doesn't allow adult content ,4 days,1 hour or less,,He watches wrestling content,No.,A great deal,A great deal,A moderate amount,A lot,A moderate amount,For the most part my son watches wrestling videos which are sensored of there is any cursing.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4nwkZLM4ohebfsFwSH3Ixp,36661704,1449,,Complete
3/17/25 21:15,3/17/25 21:18,IP Address,100,171,True,3/17/25 21:18,R_10MGTs7aGWhSMEM,anonymous,EN,0.899999976,,0,0,,Agree,Male,February,24,2017,,,,,,,White,,,Some college,"Master's degree (e.g. MA, MS)","$50,000 through $74,999",Clay City ,Il,Yes,iPad tablet,Yes,Yes,Yes,Can block certain things ,7 days,2 hours or less,,Mr beast ,If they’re on to long the get a attitude ,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,Yes. Some stuff labeled for kids isn’t appropriate ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4ZpCflm4GCasledWSMSmbF,36661704,1449,,Complete
3/17/25 21:14,3/17/25 21:19,IP Address,100,307,True,3/17/25 21:19,R_5MGmW6wR0YxzZ2P,anonymous,EN,1,,0,0,,Agree,Male,March,16,2015,,,Black or African American,,,,,,,Some college,"Bachelor's degree (e.g. BA, BS)","$35,000 through $49,999",Muskegon heights ,Mi,Yes,Android phone,Yes,Yes,No,,7 days,More than 2 hours,,Spy ninjas ,He be extremely energetic,A lot,A lot,A lot,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2moylRtrkSPJIoRpAMOVZg,36661704,1449,,Complete
3/17/25 21:22,3/17/25 21:29,IP Address,100,430,True,3/17/25 21:29,R_6y7RVaDs387qVx6,anonymous,EN,0.899999976,,0,0,,Agree,Female,April,26,2011,,Asian,,,,,White,,,Doctoral degree,"Master's degree (e.g. MA, MS)","$100,000 or greater",Olympia,WA,Yes,iPhone,No,No,No,,4 days,1 hour or less,,Don’t know,Nothing,A little,A little,A little,A lot,A little,I’ve concerns about inappropriate content,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1HR80Dvwp0Jf3mUH4EV90z,36661704,1449,,Complete
3/17/25 21:26,3/17/25 21:31,IP Address,100,292,True,3/17/25 21:31,R_1HKBVhzzAFrHjLH,anonymous,EN,0.699999988,,0,0,,Agree,Male,March,3,2015,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Brooklyn ,New York,Yes,iPhone,No,No,No,,7 days,2 hours or less,,Online creation,They saw cartoon much times,A lot,A lot,A great deal,A lot,A lot,Online creation,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1XzBNFwVBvxLBquKxZNXLq,36661704,1449,,Complete
3/17/25 21:47,3/17/25 21:53,IP Address,100,327,True,3/17/25 21:53,R_6eCtmKfpFOC4glO,anonymous,EN,1,,0,0,,Agree,Male,February,13,2013,,,Black or African American,,,,,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$50,000 through $74,999",MD,Dc,Yes,Android tablet,No,No,Yes,,7 days,1.5 hours or less,,Animated series and movies,Happy,A great deal,A lot,A lot,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6cTRYDZKXXd2o157ndBOmk,36661704,1449,,Complete
3/17/25 22:04,3/17/25 22:11,IP Address,100,395,True,3/17/25 22:11,R_1upHU6IFAWybmKd,anonymous,EN,0.899999976,,0,0,,Agree,Female,March,3,2015,,,,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",Hollow Rock,Tn,Yes,iPhone,Yes,Yes,Yes,Privacy settings ,7 days,2 hours or less,,YouTube kids ,No,A little,A little,A moderate amount,A lot,A lot,None ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2N1EFuazWXGutydevxTk70,36661704,1449,,Complete
3/17/25 22:06,3/17/25 22:12,IP Address,100,354,True,3/17/25 22:12,R_7cSp8aOQHhaNIdt,anonymous,EN,0.899999976,,0,0,,Agree,Female,March,1,2014,,,,,,,White,,,Less than high school,High school degree or equivalent,"$16,000 through $24,999",Cornell,Wisconsin,Yes,Android phone,No,,No,,4 days,45 minutes or less,,A for adley,No,A moderate amount,A lot,A moderate amount,A lot,A little,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0gbpx5s3cIXnxHZBPiTOse,36661704,1449,,Complete
3/17/25 22:41,3/17/25 22:46,IP Address,100,269,True,3/17/25 22:46,R_3pS6V9pfe4CL15q,anonymous,EN,0.699999988,,0,0,,Agree,Male,July,26,2016,,,Black or African American,,,,White,,,Less than high school,Less than high school,No Answer,Talladega ,Al,Yes,Android phone,No,No,No,,7 days,30 minutes or less,,Na,Don't recall ,None at all,A moderate amount,None at all,A lot,None at all,Na,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7CBugwKhaX07vqSs0aAqF8,36661704,1449,,Complete
3/17/25 22:47,3/17/25 22:49,IP Address,100,133,True,3/17/25 22:49,R_3kzdgp9cW5vCy5P,anonymous,EN,1,,0,0,,Agree,Male,April,29,2018,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$35,000 through $49,999",Silver City,NM,Yes,iPhone,Yes,Yes,No,10,7 days,1 hour or less,,10,10,A little,A little,A moderate amount,A lot,A great deal,10,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4Nkw0xr1vBj08NZM2QH6k5,36661704,1449,,Complete
3/17/25 22:03,3/17/25 22:55,IP Address,100,3109,True,3/17/25 22:55,R_7g0mA7EO9GUlQGW,anonymous,EN,0.899999976,,0,0,,Agree,Male,February,12,2012,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",newyork,georgia,No,Android phone,No,Yes,Yes,emails,5 days,1 hour or less,,disney +,very positive,A lot,A great deal,A great deal,A lot,A lot,very concern,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3wSU7Gk0PMASszISSmvN7F,36661704,1449,,Complete
3/17/25 22:56,3/17/25 22:58,IP Address,100,148,True,3/17/25 22:58,R_7eQBl4YhMqhhcDV,anonymous,EN,0.899999976,,0,0,,Agree,Male,February,5,2015,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Florida,Florida,Yes,iPad tablet,Yes,Yes,Yes,I liked this al ltime,6 days,More than 2 hours,,I liked this all time,No,A great deal,A lot,A great deal,A lot,A great deal,I liked this all time,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6UACPpzVMh5CmIfPVlg1LP,36661704,1449,,Complete
3/17/25 22:56,3/17/25 23:03,IP Address,100,418,True,3/17/25 23:03,R_5ml4B0PU3ywGNTH,anonymous,EN,0.699999988,,0,0,,Agree,Female,August,21,2013,,,,Hispanic or Latino/a,,,,,,High school degree or equivalent,High school degree or equivalent,"$75,000 through $99,999",Philadelphia ,Pennsylvania,Yes,Android phone,Yes,Yes,No,,5 days,45 minutes or less,,Abby best,Being entertained,A lot,A lot,A lot,A lot,A lot,Nothing at all ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0ufbKhbGkZBwrWE4v6iCjO,36661704,1449,,Complete
3/17/25 22:59,3/17/25 23:04,IP Address,100,322,True,3/17/25 23:04,R_3NFGuW0oCR6zZgi,anonymous,EN,1,,0,0,,Agree,Female,September,13,2012,,,,,,,White,,,Some college,"Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",harrisburg,pa,Yes,iPad tablet,Yes,Yes,Yes,age restricted content,7 days,1 hour or less,,mr. beast,very good at creating her own videos with effects and text,A moderate amount,A moderate amount,A lot,A lot,A great deal,there are things that can be somewhat corruptive or profane on youtube just like GTA games but while I try to limit exposure I'm not too concerned with my child being exposed to things because she's very intelligent and polite and is going to come across content someway somehow,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2DIjzmpo6XWCziZrT01lDa,36661704,1449,,Complete
3/17/25 22:42,3/17/25 23:12,IP Address,100,1810,True,3/17/25 23:12,R_6IY92SvvDTzHv5A,anonymous,EN,1,,0,0,,Agree,Female,October,2,2012,,Asian,,,,,,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$50,000 through $74,999",Highland,New york,Yes,Android phone,Yes,Yes,Yes,Check what they are posting,5 days,More than 2 hours,,Roblox ,Some times she is behaving very weird and most of time I felt that she is learning new things,A little,A lot,A lot,A lot,A moderate amount,I don't remember the channels exactly but yes some time the content is like stetotypes,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,29Zweiof66Vg46TamHubzF,36661704,1449,,Complete
3/17/25 23:11,3/17/25 23:15,IP Address,100,226,True,3/17/25 23:15,R_5YmKn2nQpabT8Jx,anonymous,EN,0.899999976,,0,0,,Agree,Male,August,28,2014,,,,,,,White,,,High school degree or equivalent,Other,"$35,000 through $49,999",Fayetteville ,Ar,Yes,Android tablet,No,No,Yes,None ,7 days,2 hours or less,,Not sure ,Nothing at this time ,A lot,A lot,A lot,A lot,A lot,None at this time ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1R6EzRKPgtHGGoj4CFqW0U,36661704,1449,,Complete
3/17/25 23:12,3/17/25 23:16,IP Address,100,214,True,3/17/25 23:16,R_3KZbDOrQ970NRER,anonymous,EN,1,,0,0,,Agree,Female,April,18,2012,,,,,,,White,,,Less than high school,Some college,"$16,000 through $24,999",Springfield ,MO,Yes,Android phone,No,No,No,,2 days,More than 2 hours,,Sml,Happy,A moderate amount,A little,A moderate amount,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5lQX0ZWLZdNE1RLbZhkKPT,36661704,1449,,Complete
3/17/25 23:12,3/17/25 23:18,IP Address,100,339,True,3/17/25 23:18,R_3h6pw06VT9x8M3D,anonymous,EN,0.899999976,,0,10,,Agree,Male,January,3,2014,,,,,,,White,,,"Master's degree (e.g. MA, MS)",Doctoral Degree,"$100,000 or greater",Edmond,Oklahoma,Yes,Android phone,No,No,No,,7 days,More than 2 hours,,don't see,no,A great deal,A great deal,A lot,A lot,A great deal,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3JgNMqPXmkjQwpKcSZ4ZW7,36661704,1449,,Complete
3/17/25 23:19,3/17/25 23:24,IP Address,100,296,True,3/17/25 23:24,R_5odDhSXkoB0f1f3,anonymous,EN,0.800000012,,0,0,,Agree,Male,August,31,2014,,,,,,,White,,,Some college,Less than high school,"$25,000 through $34,999",Portland ,Oregon,Yes,Android tablet,Yes,Yes,No,,7 days,More than 2 hours,,Not sure,Nothing concerning or surprising,A moderate amount,A little,A little,A lot,A moderate amount,Na,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3yrp3WQJuakPJ7p3EoejAr,36661704,1449,,Complete
3/17/25 23:43,3/17/25 23:52,IP Address,100,552,True,3/17/25 23:52,R_6DdXX4PvgszjWDZ,anonymous,EN,0.899999976,,0,0,,Agree,Male,January,9,2017,,,Black or African American,,,,,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Houston,Texas,Yes,iPad tablet,Yes,Yes,Yes,No explicit content,6 days,1 hour or less,,Any cartoon channel,Wanting to mimic what or who she saw,A great deal,A great deal,A lot,A lot,A great deal,Gradually explicit scences are creeping into Youtube. It wasn´t like this initially,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,50edR0zlmSLgF4Y3n8vlpi,36661704,1449,,Complete
3/17/25 23:54,3/17/25 23:57,IP Address,100,174,True,3/17/25 23:57,R_70pUvlfity1d6Fm,anonymous,EN,1,,0,0,,Agree,Female,July,10,2014,,,,,,,White,,,High school degree or equivalent,Less than high school,"$50,000 through $74,999",Cynthiana,Ky,Yes,iPhone,Yes,No,No,,7 days,2 hours or less,,JOJO siwa,Nothing I feel concerned about,A great deal,A moderate amount,A moderate amount,A lot,A great deal,No no concern at all for my daughter ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0utcKvHA3aTIR6DAUaZ3mJ,36661704,1449,,Complete
3/17/25 23:31,3/17/25 23:57,IP Address,100,1567,True,3/17/25 23:57,R_7lRiqnPP0NISM2o,anonymous,EN,0.5,,0,0,,Agree,Female,February,2,2012,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",San Diego,California,Yes,iPad tablet,Yes,Yes,Yes, the controls would be those offered by YouTube and Google's Family Link.,6 days,More than 2 hours,,Mr. Beast,Excitement and enthusiasm after watching favorite creators.,A great deal,A lot,A great deal,A lot,A great deal,"It's very common for parents to have concerns about the content their children encounter on YouTube. Here's a breakdown of those concerns, and why they exist: Inappropriate Language (Swearing), Violence ,Sexualized Content.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5m2294521f4WTqecoopqWY,36661704,1449,,Complete
