StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
2025-03-17 19:45:34,2025-03-17 19:49:11,IP Address,172.56.76.195,100,217,True,2025-03-17 19:49:12,R_7jpJtHOTUxEzAOe,,,,,28.4883,-81.4061,anonymous,EN,YES,10,7 days,1 hour or less,Vlogs,,Never,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Alexa rivera,Disagree,Really disagree,Disagree,Disagree,Really disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Really agree,Really agree,Agree,Really agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4rE6r1ApKEZlX5kRsF1FE6,36661704,1449
2025-03-17 19:44:15,2025-03-17 19:49:37,IP Address,174.240.118.3,100,322,True,2025-03-17 19:49:38,R_6rliRUhAocA2ZrX,,,,,42.4257,-83.1522,anonymous,EN,YES,11,7 days,1 hour or less,Educational,,3 days,30 minutes or less,Agree,Agree,Agree,Agree,Mr beast.,Disagree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Disagree,Agree,Really disagree,Agree,Agree,Neither agree nor disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3vcDCc3s94KdUf6pLTNzZ2,36661704,1449
2025-03-17 19:47:59,2025-03-17 19:53:13,IP Address,73.46.25.179,100,313,True,2025-03-17 19:53:14,R_5VkJpRx2bh6qWee,,,,,26.575,-80.0804,anonymous,EN,YES,13,5 days,2 hours or less,Gaming/Let's Play,,5 days,2 hours or less,Disagree,Disagree,Really disagree,Disagree,no favorite,Disagree,Disagree,Disagree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Often,I don't know,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3C9PbkkfQzCw6b7tZYAlol,36661704,1449
2025-03-17 20:52:23,2025-03-17 20:58:58,IP Address,172.56.123.8,100,395,True,2025-03-17 20:58:59,R_7pacRCrBaTvwxkB,,,,,34.2363,-118.4798,anonymous,EN,YES,12,5 days,1.5 hours or less,Sports,,5 days,30 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,I don't watch YouTube for youtubers,I don't know,I don't know,Agree,Agree,I don't know,I don't know,Disagree,Really disagree,Really disagree,Agree,I don't know,I don't know,I don't know,I don't know,Really disagree,Really disagree,Often,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4nwkZLM4ohebfsFwSH3Ixp,36661704,1449
2025-03-17 21:18:40,2025-03-17 21:22:19,IP Address,206.125.158.130,100,219,True,2025-03-17 21:22:19,R_6vOKLILkklyCXT3,,,,,38.6251,-88.9378,anonymous,EN,YES,8,7 days,2 hours or less,Sports,,3 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,"Mr Beast ",Disagree,Disagree,Agree,I don't know,Disagree,I don't know,Agree,I don't know,Disagree,Agree,I don't know,Agree,I don't know,I don't know,Agree,I don't know,Sometimes,I don't know,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4ZpCflm4GCasledWSMSmbF,36661704,1449
2025-03-17 21:19:42,2025-03-17 21:27:40,IP Address,68.34.123.134,100,478,True,2025-03-17 21:27:40,R_7xQooxdes6poLT9,,,,,43.1963,-86.2717,anonymous,EN,YES,10,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1.5 hours or less,Agree,Agree,Disagree,Disagree,"Spy ninjas ",Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree,Agree,Really disagree,Really disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2moylRtrkSPJIoRpAMOVZg,36661704,1449
2025-03-17 21:29:42,2025-03-17 21:32:52,IP Address,104.28.116.43,100,190,True,2025-03-17 21:32:53,R_5ouS1sleTbQ518B,,,,,47.0111,-122.875,anonymous,EN,YES,13,3 days,30 minutes or less,Makeup/Fashion,,3 days,30 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,I don’t have one,Disagree,Disagree,Disagree,I don't know,Agree,I don't know,Disagree,I don't know,I don't know,Agree,Disagree,I don't know,Agree,Agree,I don't know,Agree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1HR80Dvwp0Jf3mUH4EV90z,36661704,1449
2025-03-17 21:31:27,2025-03-17 21:34:18,IP Address,172.56.35.2,100,171,True,2025-03-17 21:34:18,R_3imsbDjsEvvioNv,,,,,40.6462,-73.9559,anonymous,EN,YES,9,7 days,2 hours or less,Other,,7 days,2 hours or less,Agree,Really agree,Agree,Agree,Mr beast,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1XzBNFwVBvxLBquKxZNXLq,36661704,1449
2025-03-17 21:53:28,2025-03-17 21:57:06,IP Address,97.151.131.109,100,218,True,2025-03-17 21:57:07,R_37l4f4JA25ObN7X,,,,,39.361,-76.5891,anonymous,EN,YES,13,7 days,More than 2 hours,Sports,,7 days,More than 2 hours,Really agree,Agree,Agree,Really agree,MrBeast,Really agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,Agree,Really agree,I don't know,Agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6cTRYDZKXXd2o157ndBOmk,36661704,1449
2025-03-17 22:11:33,2025-03-17 22:18:23,IP Address,97.81.48.147,100,409,True,2025-03-17 22:18:23,R_3Y5HWntFwTwVX6N,,,,,36.0564,-88.1103,anonymous,EN,YES,10,7 days,1.5 hours or less,Educational,,7 days,30 minutes or less,Agree,Agree,Disagree,Neither agree nor disagree,Ryan’s world,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2N1EFuazWXGutydevxTk70,36661704,1449
2025-03-17 22:12:08,2025-03-17 22:19:17,IP Address,47.34.13.138,100,429,True,2025-03-17 22:19:18,R_6ZNNs4pdENK1d9G,,,,,44.7814,-91.4866,anonymous,EN,YES,11,5 days,45 minutes or less,Makeup/Fashion,,4 days,45 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,"A for adley,w",Disagree,Disagree,Agree,Agree,Disagree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0gbpx5s3cIXnxHZBPiTOse,36661704,1449
2025-03-17 22:49:24,2025-03-17 22:50:56,IP Address,,100,91,True,2025-03-17 22:50:56,R_125gHLUVxLByxsm,,,,,,,anonymous,EN,YES,15,5 days,45 minutes or less,Sports,,7 days,1 hour or less,Really agree,Really agree,Agree,Neither agree nor disagree,110,Really agree,Agree,I don't know,Disagree,Really disagree,Agree,Agree,I don't know,I don't know,Really agree,Really agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,4Nkw0xr1vBj08NZM2QH6k5,36661704,1449
2025-03-17 22:55:25,2025-03-17 22:57:04,IP Address,167.253.80.45,100,98,True,2025-03-17 22:57:04,R_3QMjdNGe08FC2I6,,,,,37.751,-97.822,anonymous,EN,YES,12,5 days,1 hour or less,Educational,,5 days,1.5 hours or less,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,bippi,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3wSU7Gk0PMASszISSmvN7F,36661704,1449
2025-03-17 22:58:35,2025-03-17 23:00:21,IP Address,172.56.153.92,100,105,True,2025-03-17 23:00:21,R_30TiDRZL8vjz4sQ,,,,,45.5282,-122.6355,anonymous,EN,YES,10,6 days,2 hours or less,Gaming/Let's Play,,6 days,1.5 hours or less,Really agree,Agree,Really agree,Really disagree,MrBeast,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6UACPpzVMh5CmIfPVlg1LP,36661704,1449
2025-03-17 22:46:10,2025-03-17 23:02:08,IP Address,174.229.17.91,100,958,True,2025-03-17 23:02:09,R_1jeX09MjQbVOel3,,,,,32.753,-86.5169,anonymous,EN,YES,8,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Don't know ",I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,Agree,Agree,I don't know,Agree,I don't know,Very often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7CBugwKhaX07vqSs0aAqF8,36661704,1449
2025-03-17 23:04:24,2025-03-17 23:08:30,IP Address,73.64.71.159,100,245,True,2025-03-17 23:08:30,R_5DYw3UVAAtyCosi,,,,,40.6657,-75.3364,anonymous,EN,YES,12,7 days,2 hours or less,Gaming/Let's Play,,5 days,30 minutes or less,Really agree,Disagree,Disagree,Neither agree nor disagree,mr. beast,Really disagree,Disagree,Agree,Disagree,Really disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,I don't know,Disagree,Really agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2DIjzmpo6XWCziZrT01lDa,36661704,1449
2025-03-17 23:03:58,2025-03-17 23:10:04,IP Address,76.137.90.49,100,365,True,2025-03-17 23:10:04,R_7jfZXELPyRqejps,,,,,25.7259,-80.4036,anonymous,EN,YES,11,6 days,1 hour or less,Makeup/Fashion,,5 days,30 minutes or less,Agree,Agree,Agree,Agree,abbyslime,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0ufbKhbGkZBwrWE4v6iCjO,36661704,1449
2025-03-17 23:15:11,2025-03-17 23:16:11,IP Address,,100,60,True,2025-03-17 23:16:12,R_50uxqXCL1caR6sM,,,,,,,anonymous,EN,YES,10,7 days,2 hours or less,Crafts/do-it-yourself (DIY),,7 days,2 hours or less,,,,,"None ",I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,1R6EzRKPgtHGGoj4CFqW0U,36661704,1449
2025-03-17 23:16:30,2025-03-17 23:16:43,IP Address,,100,13,True,2025-03-17 23:16:44,R_1egWOcHpqIeX8wG,,,,,,,anonymous,EN,NO,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,5lQX0ZWLZdNE1RLbZhkKPT,36661704,1449
2025-03-17 23:12:25,2025-03-17 23:23:41,IP Address,24.47.233.84,100,676,True,2025-03-17 23:23:42,R_3nUW2JPcCkeCTx7,,,,,41.7209,-73.9601,anonymous,EN,YES,12,6 days,45 minutes or less,Crafts/do-it-yourself (DIY),,6 days,45 minutes or less,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Sarah fit,I don't know,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Really agree,Neither agree nor disagree,Really agree,Neither agree nor disagree,Really agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,29Zweiof66Vg46TamHubzF,36661704,1449
2025-03-17 23:24:34,2025-03-17 23:28:56,IP Address,172.56.153.227,100,261,True,2025-03-17 23:28:56,R_7lXsNMe0VxlYGKC,,,,,45.5282,-122.6355,anonymous,EN,YES,10.5,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1 hour or less,Disagree,Disagree,Really disagree,Really disagree,Mr cash,Agree,Agree,Agree,I don't know,I don't know,Agree,Disagree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Very often,I don't know,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3yrp3WQJuakPJ7p3EoejAr,36661704,1449
2025-03-17 23:52:19,2025-03-17 23:57:59,IP Address,107.133.184.126,100,339,True,2025-03-17 23:57:59,R_3pJxwdYK3piVRhA,,,,,29.6968,-95.5446,anonymous,EN,YES,8,6 days,1 hour or less,Educational,,6 days,1 hour or less,Agree,Neither agree nor disagree,Disagree,Agree,Anything cartoon is my favorite,Agree,I don't know,I don't know,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,50edR0zlmSLgF4Y3n8vlpi,36661704,1449
2025-03-17 23:57:22,2025-03-18 00:02:14,IP Address,172.59.83.97,100,292,True,2025-03-18 00:02:14,R_7jU7navJ1Kc5Adr,,,,,38.1608,-85.7807,anonymous,EN,YES,10,7 days,1 hour or less,Compilations,,7 days,30 minutes or less,Agree,Agree,Disagree,Disagree,JOJO siwa,Disagree,Disagree,I don't know,Agree,Disagree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0utcKvHA3aTIR6DAUaZ3mJ,36661704,1449
2025-03-17 23:58:05,2025-03-18 00:03:29,IP Address,76.244.0.53,100,324,True,2025-03-18 00:03:30,R_1pQGSunHh7uRIOq,,,,,32.7822,-97.4969,anonymous,EN,YES,13,7 days,2 hours or less,Vlogs,,7 days,30 minutes or less,Disagree,Disagree,Disagree,Agree,"Baddie lily ",Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Often,More people who DO have the same skin color as me,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4IizEBVfkqRxut0lET06vG,36661704,1449
2025-03-17 23:57:48,2025-03-18 00:06:03,IP Address,,100,495,True,2025-03-18 00:06:04,R_5qds2LnmVxDTYya,,,,,,,anonymous,EN,YES,12,6 days,More than 2 hours,Educational,,2 days,45 minutes or less,Agree,Neither agree nor disagree,Agree,Really agree,Mr. Beast,Really agree,Really agree,Really agree,Agree,Disagree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,5m2294521f4WTqecoopqWY,36661704,1449
2025-03-18 00:09:00,2025-03-18 00:11:33,IP Address,47.141.2.77,100,152,True,2025-03-18 00:11:33,R_67yeQtUjRvaNnQX,,,,,34.9078,-116.8254,anonymous,EN,YES,9,7 days,30 minutes or less,Sports,,7 days,30 minutes or less,Agree,Neither agree nor disagree,Disagree,Agree,Amy,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,I don't know,I don't know,Agree,Really agree,Really agree,Agree,Agree,I don't know,Really agree,Sometimes,More people who DO have the same skin color as me,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0z6nCUqCpjSYZ0Tv2T3kqE,36661704,1449
2025-03-18 00:13:59,2025-03-18 00:17:38,IP Address,76.35.34.116,100,219,True,2025-03-18 00:17:39,R_6Pdet3rZQpzYUcz,,,,,41.2408,-80.8431,anonymous,EN,YES,13,2 days,,,,,,Disagree,Disagree,Disagree,Disagree,"Brandon ",Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,Often,I don't know,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1YUbKU68VaL37EMZomxOfW,36661704,1449
2025-03-18 00:37:25,2025-03-18 00:40:53,IP Address,70.100.122.204,100,208,True,2025-03-18 00:40:53,R_3oX73XIheolfQ2s,,,,,42.4975,-94.168,anonymous,EN,YES,13,4 days,1 hour or less,Crafts/do-it-yourself (DIY),,5 days,1 hour or less,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,"No favorite ",Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0RQxaQbtrdTzcjZEnMvxfe,36661704,1449
2025-03-18 00:42:51,2025-03-18 00:43:57,IP Address,,100,66,True,2025-03-18 00:43:58,R_3GLqgWyC3d2M1Et,,,,,,,anonymous,EN,YES,14,5 days,45 minutes or less,Makeup/Fashion,,5 days,30 minutes or less,,,,,nickr,Disagree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,4VoZwSVrzmlf06d5e4HfKG,36661704,1449
2025-03-18 00:40:22,2025-03-18 00:45:23,IP Address,207.228.201.78,100,300,True,2025-03-18 00:45:23,R_7RhJuHIaaCgFu6J,,,,,37.751,-97.822,anonymous,EN,YES,12,7 days,1 hour or less,Crafts/do-it-yourself (DIY),,6 days,1 hour or less,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Mr beast,I don't know,Disagree,Really agree,Agree,Disagree,Agree,Disagree,Disagree,I don't know,Agree,Really agree,Agree,I don't know,Disagree,I don't know,Agree,Often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,28q7chRmfwF2Y4ZrzeZ7BI,36661704,1449
2025-03-18 00:47:42,2025-03-18 00:59:41,IP Address,107.72.178.226,100,719,True,2025-03-18 00:59:42,R_3rw4kIafQuq3yXl,,,,,27.9528,-81.727,anonymous,EN,YES,9,5 days,1 hour or less,Gaming/Let's Play,,5 days,1 hour or less,Really agree,Agree,Really agree,Really agree,"mr beast ",Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Really agree,Really disagree,Really agree,Really agree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,76xNmgpLU2C17Dsi8KmMwk,36661704,1449
2025-03-18 01:01:35,2025-03-18 01:04:40,IP Address,174.247.240.84,100,184,True,2025-03-18 01:04:41,R_3fT5ye3LxPn4wh2,,,,,36.1544,-96.0341,anonymous,EN,YES,12,7 days,More than 2 hours,Makeup/Fashion,,7 days,More than 2 hours,Really agree,Really agree,Really agree,Really agree,"Jason ",Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,63uAi0GXH8SauZeeKW8doJ,36661704,1449
2025-03-18 01:06:20,2025-03-18 01:11:36,IP Address,73.117.144.11,100,316,True,2025-03-18 01:11:37,R_7YEreh4EwMzI6et,,,,,40.5948,-79.5647,anonymous,EN,YES,10,7 days,1 hour or less,Other,"Cartoon ",6 days,1 hour or less,Disagree,Really disagree,Really disagree,Neither agree nor disagree,"Markiplier ",Agree,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Sometimes,I don't know,Disagree,Really disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2sgyubBxkzfQukoIA1UH92,36661704,1449
2025-03-18 01:19:23,2025-03-18 01:22:07,IP Address,71.143.93.223,100,163,True,2025-03-18 01:22:08,R_1909WZdLLkf5hD2,,,,,31.3145,-89.3788,anonymous,EN,YES,10,7 days,2 hours or less,Educational,,7 days,2 hours or less,Agree,Really agree,Really agree,Agree,Blippi,Really agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,I don't know,Agree,Agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Really disagree,Agree,Agree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3jZi3BVSR5jgbLyBc93oUt,36661704,1449
2025-03-18 01:18:46,2025-03-18 01:25:40,IP Address,88.209.233.103,100,414,True,2025-03-18 01:25:41,R_6ogDgWpvzRrrhAt,,,,,41.328,-74.1894,anonymous,EN,YES,10,7 days,30 minutes or less,Gaming/Let's Play,,2 days,15 minutes or less,Agree,Really agree,Agree,Agree,"Cocomelon ",Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Really disagree,Agree,Really disagree,Agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5qWUclzyZQu5b75gCtzkUO,36661704,1449
2025-03-18 01:26:16,2025-03-18 01:32:50,IP Address,72.49.202.237,100,394,True,2025-03-18 01:32:51,R_5CgoXAu2G6jcZyR,,,,,39.1678,-84.4975,anonymous,EN,YES,12,5 days,1.5 hours or less,Gaming/Let's Play,,5 days,1.5 hours or less,Really agree,Really disagree,Really agree,Really agree,"Mr beast ",Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,44fFCHXZybLIzalSvsFjXV,36661704,1449
