StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
3/17/25 18:53,3/17/25 19:08,IP Address,100,907,True,3/17/25 19:08,R_5suLPW5m1xo6H0j,anonymous,EN,YES,7,6 days,45 minutes or less,Gaming/Let's Play,,5 days,45 minutes or less,Disagree,Agree,Really agree,Disagree,brain pop,Agree,Really agree,Agree,I don't know,I don't know,Agree,I don't know,Really agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Never,More people who DO have the same skin color as me,Disagree,Really disagree,Agree,Disagree,Really agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5k2TOnZMHsm1sfEwiyxqZQ,36661704,1449
3/17/25 19:38,3/17/25 19:42,IP Address,100,241,True,3/17/25 19:42,R_13v8qRmNgoNXoxW,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mr Beast,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Never,I don't know,Really disagree,Really disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5rgmgGO375RWI9Wun6X5Ck,36661704,1449
3/17/25 19:37,3/17/25 19:44,IP Address,100,389,True,3/17/25 19:44,R_7abWS0QPHBMAOOJ,anonymous,EN,YES,13,5 days,1 hour or less,Gaming/Let's Play,,Never,,Really disagree,Really disagree,Really disagree,Disagree,Mr. Beast,Really disagree,Really disagree,Really disagree,Agree,Really disagree,I don't know,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Really disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,48Y6FIFuRH4vmlbKWS16zK,36661704,1449
3/17/25 19:45,3/17/25 19:49,IP Address,100,217,True,3/17/25 19:49,R_7jpJtHOTUxEzAOe,anonymous,EN,YES,10,7 days,1 hour or less,Vlogs,,Never,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Alexa rivera,Disagree,Really disagree,Disagree,Disagree,Really disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Really agree,Really agree,Agree,Really agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4rE6r1ApKEZlX5kRsF1FE6,36661704,1449
3/17/25 19:44,3/17/25 19:49,IP Address,100,322,True,3/17/25 19:49,R_6rliRUhAocA2ZrX,anonymous,EN,YES,11,7 days,1 hour or less,Educational,,3 days,30 minutes or less,Agree,Agree,Agree,Agree,Mr beast.,Disagree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Disagree,Agree,Really disagree,Agree,Agree,Neither agree nor disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3vcDCc3s94KdUf6pLTNzZ2,36661704,1449
3/17/25 19:47,3/17/25 19:53,IP Address,100,313,True,3/17/25 19:53,R_5VkJpRx2bh6qWee,anonymous,EN,YES,13,5 days,2 hours or less,Gaming/Let's Play,,5 days,2 hours or less,Disagree,Disagree,Really disagree,Disagree,no favorite,Disagree,Disagree,Disagree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Often,I don't know,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3C9PbkkfQzCw6b7tZYAlol,36661704,1449
3/17/25 20:52,3/17/25 20:58,IP Address,100,395,True,3/17/25 20:58,R_7pacRCrBaTvwxkB,anonymous,EN,YES,12,5 days,1.5 hours or less,Sports,,5 days,30 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,I don't watch YouTube for youtubers,I don't know,I don't know,Agree,Agree,I don't know,I don't know,Disagree,Really disagree,Really disagree,Agree,I don't know,I don't know,I don't know,I don't know,Really disagree,Really disagree,Often,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4nwkZLM4ohebfsFwSH3Ixp,36661704,1449
3/17/25 21:18,3/17/25 21:22,IP Address,100,219,True,3/17/25 21:22,R_6vOKLILkklyCXT3,anonymous,EN,YES,8,7 days,2 hours or less,Sports,,3 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,Mr Beast ,Disagree,Disagree,Agree,I don't know,Disagree,I don't know,Agree,I don't know,Disagree,Agree,I don't know,Agree,I don't know,I don't know,Agree,I don't know,Sometimes,I don't know,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4ZpCflm4GCasledWSMSmbF,36661704,1449
3/17/25 21:19,3/17/25 21:27,IP Address,100,478,True,3/17/25 21:27,R_7xQooxdes6poLT9,anonymous,EN,YES,10,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1.5 hours or less,Agree,Agree,Disagree,Disagree,Spy ninjas ,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree,Agree,Really disagree,Really disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2moylRtrkSPJIoRpAMOVZg,36661704,1449
3/17/25 21:29,3/17/25 21:32,IP Address,100,190,True,3/17/25 21:32,R_5ouS1sleTbQ518B,anonymous,EN,YES,13,3 days,30 minutes or less,Makeup/Fashion,,3 days,30 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,I don’t have one,Disagree,Disagree,Disagree,I don't know,Agree,I don't know,Disagree,I don't know,I don't know,Agree,Disagree,I don't know,Agree,Agree,I don't know,Agree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1HR80Dvwp0Jf3mUH4EV90z,36661704,1449
3/17/25 21:31,3/17/25 21:34,IP Address,100,171,True,3/17/25 21:34,R_3imsbDjsEvvioNv,anonymous,EN,YES,9,7 days,2 hours or less,Other,,7 days,2 hours or less,Agree,Really agree,Agree,Agree,Mr beast,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1XzBNFwVBvxLBquKxZNXLq,36661704,1449
3/17/25 21:53,3/17/25 21:57,IP Address,100,218,True,3/17/25 21:57,R_37l4f4JA25ObN7X,anonymous,EN,YES,13,7 days,More than 2 hours,Sports,,7 days,More than 2 hours,Really agree,Agree,Agree,Really agree,MrBeast,Really agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,Agree,Really agree,I don't know,Agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6cTRYDZKXXd2o157ndBOmk,36661704,1449
3/17/25 22:11,3/17/25 22:18,IP Address,100,409,True,3/17/25 22:18,R_3Y5HWntFwTwVX6N,anonymous,EN,YES,10,7 days,1.5 hours or less,Educational,,7 days,30 minutes or less,Agree,Agree,Disagree,Neither agree nor disagree,Ryan’s world,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2N1EFuazWXGutydevxTk70,36661704,1449
3/17/25 22:12,3/17/25 22:19,IP Address,100,429,True,3/17/25 22:19,R_6ZNNs4pdENK1d9G,anonymous,EN,YES,11,5 days,45 minutes or less,Makeup/Fashion,,4 days,45 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,"A for adley,w",Disagree,Disagree,Agree,Agree,Disagree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0gbpx5s3cIXnxHZBPiTOse,36661704,1449
3/17/25 22:55,3/17/25 22:57,IP Address,100,98,True,3/17/25 22:57,R_3QMjdNGe08FC2I6,anonymous,EN,YES,12,5 days,1 hour or less,Educational,,5 days,1.5 hours or less,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,bippi,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3wSU7Gk0PMASszISSmvN7F,36661704,1449
3/17/25 22:58,3/17/25 23:00,IP Address,100,105,True,3/17/25 23:00,R_30TiDRZL8vjz4sQ,anonymous,EN,YES,10,6 days,2 hours or less,Gaming/Let's Play,,6 days,1.5 hours or less,Really agree,Agree,Really agree,Really disagree,MrBeast,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6UACPpzVMh5CmIfPVlg1LP,36661704,1449
3/17/25 22:46,3/17/25 23:02,IP Address,100,958,True,3/17/25 23:02,R_1jeX09MjQbVOel3,anonymous,EN,YES,8,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know ,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,Agree,Agree,I don't know,Agree,I don't know,Very often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7CBugwKhaX07vqSs0aAqF8,36661704,1449
3/17/25 23:04,3/17/25 23:08,IP Address,100,245,True,3/17/25 23:08,R_5DYw3UVAAtyCosi,anonymous,EN,YES,12,7 days,2 hours or less,Gaming/Let's Play,,5 days,30 minutes or less,Really agree,Disagree,Disagree,Neither agree nor disagree,mr. beast,Really disagree,Disagree,Agree,Disagree,Really disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,I don't know,Disagree,Really agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2DIjzmpo6XWCziZrT01lDa,36661704,1449
3/17/25 23:03,3/17/25 23:10,IP Address,100,365,True,3/17/25 23:10,R_7jfZXELPyRqejps,anonymous,EN,YES,11,6 days,1 hour or less,Makeup/Fashion,,5 days,30 minutes or less,Agree,Agree,Agree,Agree,abbyslime,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0ufbKhbGkZBwrWE4v6iCjO,36661704,1449
3/17/25 23:12,3/17/25 23:23,IP Address,100,676,True,3/17/25 23:23,R_3nUW2JPcCkeCTx7,anonymous,EN,YES,12,6 days,45 minutes or less,Crafts/do-it-yourself (DIY),,6 days,45 minutes or less,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Sarah fit,I don't know,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Really agree,Neither agree nor disagree,Really agree,Neither agree nor disagree,Really agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,29Zweiof66Vg46TamHubzF,36661704,1449
3/17/25 23:24,3/17/25 23:28,IP Address,100,261,True,3/17/25 23:28,R_7lXsNMe0VxlYGKC,anonymous,EN,YES,10.5,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1 hour or less,Disagree,Disagree,Really disagree,Really disagree,Mr cash,Agree,Agree,Agree,I don't know,I don't know,Agree,Disagree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Very often,I don't know,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3yrp3WQJuakPJ7p3EoejAr,36661704,1449
3/17/25 23:52,3/17/25 23:57,IP Address,100,339,True,3/17/25 23:57,R_3pJxwdYK3piVRhA,anonymous,EN,YES,8,6 days,1 hour or less,Educational,,6 days,1 hour or less,Agree,Neither agree nor disagree,Disagree,Agree,Anything cartoon is my favorite,Agree,I don't know,I don't know,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,50edR0zlmSLgF4Y3n8vlpi,36661704,1449
3/17/25 23:57,3/18/25 0:02,IP Address,100,292,True,3/18/25 0:02,R_7jU7navJ1Kc5Adr,anonymous,EN,YES,10,7 days,1 hour or less,Compilations,,7 days,30 minutes or less,Agree,Agree,Disagree,Disagree,JOJO siwa,Disagree,Disagree,I don't know,Agree,Disagree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0utcKvHA3aTIR6DAUaZ3mJ,36661704,1449
3/17/25 23:58,3/18/25 0:03,IP Address,100,324,True,3/18/25 0:03,R_1pQGSunHh7uRIOq,anonymous,EN,YES,13,7 days,2 hours or less,Vlogs,,7 days,30 minutes or less,Disagree,Disagree,Disagree,Agree,Baddie lily ,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Often,More people who DO have the same skin color as me,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4IizEBVfkqRxut0lET06vG,36661704,1449
3/18/25 0:09,3/18/25 0:11,IP Address,100,152,True,3/18/25 0:11,R_67yeQtUjRvaNnQX,anonymous,EN,YES,9,7 days,30 minutes or less,Sports,,7 days,30 minutes or less,Agree,Neither agree nor disagree,Disagree,Agree,Amy,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,I don't know,I don't know,Agree,Really agree,Really agree,Agree,Agree,I don't know,Really agree,Sometimes,More people who DO have the same skin color as me,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0z6nCUqCpjSYZ0Tv2T3kqE,36661704,1449
3/18/25 0:13,3/18/25 0:17,IP Address,100,219,True,3/18/25 0:17,R_6Pdet3rZQpzYUcz,anonymous,EN,YES,13,2 days,,,,,,Disagree,Disagree,Disagree,Disagree,Brandon ,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,Often,I don't know,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1YUbKU68VaL37EMZomxOfW,36661704,1449
3/18/25 0:37,3/18/25 0:40,IP Address,100,208,True,3/18/25 0:40,R_3oX73XIheolfQ2s,anonymous,EN,YES,13,4 days,1 hour or less,Crafts/do-it-yourself (DIY),,5 days,1 hour or less,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,No favorite ,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0RQxaQbtrdTzcjZEnMvxfe,36661704,1449
3/18/25 0:40,3/18/25 0:45,IP Address,100,300,True,3/18/25 0:45,R_7RhJuHIaaCgFu6J,anonymous,EN,YES,12,7 days,1 hour or less,Crafts/do-it-yourself (DIY),,6 days,1 hour or less,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Mr beast,I don't know,Disagree,Really agree,Agree,Disagree,Agree,Disagree,Disagree,I don't know,Agree,Really agree,Agree,I don't know,Disagree,I don't know,Agree,Often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,28q7chRmfwF2Y4ZrzeZ7BI,36661704,1449
3/18/25 0:47,3/18/25 0:59,IP Address,100,719,True,3/18/25 0:59,R_3rw4kIafQuq3yXl,anonymous,EN,YES,9,5 days,1 hour or less,Gaming/Let's Play,,5 days,1 hour or less,Really agree,Agree,Really agree,Really agree,mr beast ,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Really agree,Really disagree,Really agree,Really agree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,76xNmgpLU2C17Dsi8KmMwk,36661704,1449
3/18/25 1:01,3/18/25 1:04,IP Address,100,184,True,3/18/25 1:04,R_3fT5ye3LxPn4wh2,anonymous,EN,YES,12,7 days,More than 2 hours,Makeup/Fashion,,7 days,More than 2 hours,Really agree,Really agree,Really agree,Really agree,Jason ,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,63uAi0GXH8SauZeeKW8doJ,36661704,1449
3/18/25 1:06,3/18/25 1:11,IP Address,100,316,True,3/18/25 1:11,R_7YEreh4EwMzI6et,anonymous,EN,YES,10,7 days,1 hour or less,Other,Cartoon ,6 days,1 hour or less,Disagree,Really disagree,Really disagree,Neither agree nor disagree,Markiplier ,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Sometimes,I don't know,Disagree,Really disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2sgyubBxkzfQukoIA1UH92,36661704,1449
3/18/25 1:19,3/18/25 1:22,IP Address,100,163,True,3/18/25 1:22,R_1909WZdLLkf5hD2,anonymous,EN,YES,10,7 days,2 hours or less,Educational,,7 days,2 hours or less,Agree,Really agree,Really agree,Agree,Blippi,Really agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,I don't know,Agree,Agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Really disagree,Agree,Agree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3jZi3BVSR5jgbLyBc93oUt,36661704,1449
3/18/25 1:18,3/18/25 1:25,IP Address,100,414,True,3/18/25 1:25,R_6ogDgWpvzRrrhAt,anonymous,EN,YES,10,7 days,30 minutes or less,Gaming/Let's Play,,2 days,15 minutes or less,Agree,Really agree,Agree,Agree,Cocomelon ,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Really disagree,Agree,Really disagree,Agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5qWUclzyZQu5b75gCtzkUO,36661704,1449
3/18/25 1:26,3/18/25 1:32,IP Address,100,394,True,3/18/25 1:32,R_5CgoXAu2G6jcZyR,anonymous,EN,YES,12,5 days,1.5 hours or less,Gaming/Let's Play,,5 days,1.5 hours or less,Really agree,Really disagree,Really agree,Really agree,Mr beast ,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,44fFCHXZybLIzalSvsFjXV,36661704,1449
3/18/25 1:32,3/18/25 1:37,IP Address,100,273,True,3/18/25 1:37,R_1JwoJuKv7uksMEx,anonymous,EN,YES,10,5 days,2 hours or less,Vlogs,,5 days,2 hours or less,Really agree,Really agree,Agree,Really agree,Mrbeast,Disagree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,47WXVFXWV1gDUlSJwLqJzi,36661704,1449
3/18/25 1:34,3/18/25 1:39,IP Address,100,316,True,3/18/25 1:39,R_3qqv6pcPF63CD0w,anonymous,EN,YES,13,7 days,More than 2 hours,Compilations,,7 days,1 hour or less,Really disagree,Really agree,Really disagree,Agree,Dan and riah,Really agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Disagree,Really disagree,Really disagree,Agree,Agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1hLa5OBTiqzxGLmKRkM6Nx,36661704,1449
3/18/25 1:53,3/18/25 1:56,IP Address,100,196,True,3/18/25 1:56,R_3aqWAi1cVH3uQj0,anonymous,EN,YES,9,5 days,1 hour or less,Gaming/Let's Play,,5 days,1 hour or less,Really agree,Agree,Agree,Really agree, Jacksepticeye,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0NRvVJTnZjWy8a33DmoTVJ,36661704,1449
3/18/25 1:57,3/18/25 2:01,IP Address,100,280,True,3/18/25 2:01,R_1wQrDbjgMRdf0Ll,anonymous,EN,YES,9,4 days,2 hours or less,Gaming/Let's Play,,4 days,1 hour or less,Really disagree,Really disagree,Really disagree,Really disagree,Lanky Box,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,I don't know,Agree,Disagree,Disagree,Agree,Agree,Really disagree,I don't know,I don't know,Really agree,Agree,Often,I don't know,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Really disagree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2ZxaxSe5yzdCACo7lU6DmF,36661704,1449
