StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Pconsent_self,gender,bday#1_1,bday#2_1,bday#3_1,race_ethnicity,P1ed,P2ed,income,city,state,device,device-type,account,ytkids,controls,controls_type,Pdays,Ptime,Ptime_9_TEXT,Pfavorite,observations,yt_opinions_1,yt_opinions_2,yt_opinions_3,yt_opinions_4,yt_opinions_5,concerns,Pconsent-child,opp,gc,term,Q_BallotBoxStuffing,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS,Child_age,Response
2025-03-17 23:12:38,2025-03-17 23:18:17,IP Address,174.202.161.95,100,339,True,2025-03-17 23:18:17,R_3h6pw06VT9x8M3D,,,,,35.5999,-97.6243,anonymous,EN,0.8999999761581421,,0,10,,Agree,Male,January,3,2014,White,"Master's degree (e.g. MA, MS)",Doctoral Degree,"$100,000 or greater",Edmond,Oklahoma,Yes,Android phone,No,No,No,,7 days,More than 2 hours,,don't see,no,A great deal,A great deal,A lot,A lot,A great deal,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3JgNMqPXmkjQwpKcSZ4ZW7,36661704,1449,,Complete
2025-03-17 23:19:37,2025-03-17 23:24:33,IP Address,172.56.153.227,100,296,True,2025-03-17 23:24:34,R_5odDhSXkoB0f1f3,,,,,45.5282,-122.6355,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,August,31,2014,White,Some college,Less than high school,"$25,000 through $34,999","Portland ",Oregon,Yes,Android tablet,Yes,Yes,No,,7 days,More than 2 hours,,Not sure,Nothing concerning or surprising,A moderate amount,A little,A little,A lot,A moderate amount,Na,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3yrp3WQJuakPJ7p3EoejAr,36661704,1449,,Complete
2025-03-17 23:43:06,2025-03-17 23:52:18,IP Address,107.133.184.126,100,552,True,2025-03-17 23:52:19,R_6DdXX4PvgszjWDZ,,,,,29.6968,-95.5446,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,January,9,2017,Black or African American,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Houston,Texas,Yes,iPad tablet,Yes,Yes,Yes,No explicit content,6 days,1 hour or less,,Any cartoon channel,Wanting to mimic what or who she saw,A great deal,A great deal,A lot,A lot,A great deal,Gradually explicit scences are creeping into Youtube. It wasn´t like this initially,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,50edR0zlmSLgF4Y3n8vlpi,36661704,1449,,Complete
2025-03-17 23:54:27,2025-03-17 23:57:21,IP Address,172.59.83.97,100,174,True,2025-03-17 23:57:22,R_70pUvlfity1d6Fm,,,,,38.1608,-85.7807,anonymous,EN,1,,0,0,,Agree,Female,July,10,2014,White,High school degree or equivalent,Less than high school,"$50,000 through $74,999",Cynthiana,Ky,Yes,iPhone,Yes,No,No,,7 days,2 hours or less,,JOJO siwa,Nothing I feel concerned about,A great deal,A moderate amount,A moderate amount,A lot,A great deal,"No no concern at all for my daughter ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0utcKvHA3aTIR6DAUaZ3mJ,36661704,1449,,Complete
2025-03-17 23:31:39,2025-03-17 23:57:47,IP Address,172.56.87.203,100,1567,True,2025-03-17 23:57:47,R_7lRiqnPP0NISM2o,,,,,33.4889,-112.2173,anonymous,EN,0.5,,0,0,,Agree,Female,February,2,2012,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",San Diego,California,Yes,iPad tablet,Yes,Yes,Yes," the controls would be those offered by YouTube and Google's Family Link.",6 days,More than 2 hours,,Mr. Beast,Excitement and enthusiasm after watching favorite creators.,A great deal,A lot,A great deal,A lot,A great deal,"It's very common for parents to have concerns about the content their children encounter on YouTube. Here's a breakdown of those concerns, and why they exist: Inappropriate Language (Swearing), Violence ,Sexualized Content.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5m2294521f4WTqecoopqWY,36661704,1449,,Complete
2025-03-17 23:53:01,2025-03-17 23:58:04,IP Address,76.244.0.53,100,303,True,2025-03-17 23:58:05,R_5KfNu0P1tFUS21T,,,,,32.7822,-97.4969,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,December,30,2011,"Hispanic or Latino/a,White",High school degree or equivalent,High school degree or equivalent,"$50,000 through $74,999","White settlement ",Texas,Yes,iPhone,No,,Yes,Screen time,7 days,2 hours or less,,Baddie lily,"Everything normal ",A moderate amount,A lot,A moderate amount,A lot,A lot,Yes is mostly influencer that have that type situation but is there going day by day life.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4IizEBVfkqRxut0lET06vG,36661704,1449,,Complete
2025-03-18 00:05:53,2025-03-18 00:09:00,IP Address,47.141.2.77,100,186,True,2025-03-18 00:09:00,R_522VKeCFoRkNeB6,,,,,34.9078,-116.8254,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,January,25,2016,Asian,Some college,Some college,"$16,000 through $24,999","Los Angeles ",CA,Yes,iPhone,Yes,Yes,Yes,"parent’s control ",7 days,45 minutes or less,,Amy,More matured,A great deal,A moderate amount,A moderate amount,A lot,A great deal,None at all,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0z6nCUqCpjSYZ0Tv2T3kqE,36661704,1449,,Complete
2025-03-18 00:04:06,2025-03-18 00:09:09,IP Address,73.166.0.230,100,302,True,2025-03-18 00:09:09,R_5ja2gKprwGLs1ZK,,,,,29.6731,-95.5856,anonymous,EN,0.8999999761581421,,0,10,,Agree,Male,January,3,2014,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Houston,Texas,Yes,iPhone,No,No,No,no,7 days,More than 2 hours,,None,no,A great deal,A great deal,A lot,A lot,A great deal,"I am aware that some YouTube content includes stereotypes, violence, and swearing, which can be concerning for parents, especially in videos not properly labeled for children.       ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6Yrmbpnco5q3S8aVXxseOo,36661704,1449,,Complete
2025-03-18 00:11:29,2025-03-18 00:11:34,IP Address,,100,5,True,2025-03-18 00:11:35,R_6z61RDujvPjjeh6,,,,,,,anonymous,EN,0.800000011920929,,0,5,,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Consent_1,,anonymous,.70,10,USA,220,2,7fx2AVvOZipXE0uDGp7VB1,36661704,,,
2025-03-18 00:11:20,2025-03-18 00:13:58,IP Address,76.35.34.116,100,158,True,2025-03-18 00:13:59,R_3uQFOTsQCE0zaNZ,,,,,41.2408,-80.8431,anonymous,EN,0.8999999761581421,,0,5,,Agree,Female,August,6,2011,White,Some college,Less than high school,"$25,000 through $34,999","Niles ",Ohio,Yes,Android phone,Yes,No,No,Na,1 day,45 minutes or less,,"Unknown ",No,A lot,A great deal,A moderate amount,A lot,A moderate amount,"No concerns ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1YUbKU68VaL37EMZomxOfW,36661704,1449,,Complete
2025-03-18 00:11:59,2025-03-18 00:18:34,IP Address,208.105.105.29,100,394,True,2025-03-18 00:18:34,R_68zNuNUIg1Hftct,,,,,42.1471,-75.8816,anonymous,EN,0.6000000238418579,,0,5,,Agree,Male,November,26,2015,White,High school degree or equivalent,High school degree or equivalent,"Less than $5,000","Binghamton ",NY,Yes,Android tablet,No,No,No,,3 days,More than 2 hours,,"Mr. Beast ",No,A lot,A lot,A lot,A lot,A moderate amount,None at all,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0yd2FKlXsDZCYP9CoBfDfY,36661704,1449,,Complete
2025-03-18 00:17:32,2025-03-18 00:20:17,IP Address,,100,164,True,2025-03-18 00:20:17,R_35SWEqqZl9yre2w,,,,,,,anonymous,EN,1,,0,0,,Agree,Female,January,27,2018,Native Hawaiian or Other Pacific Islander,High school degree or equivalent,High school degree or equivalent,"Less than $5,000",Hawaii,Hawaii,No,Some other device,Yes,No,Yes,Nm,7 days,1.5 hours or less,,Cash and niko,No,A moderate amount,A great deal,A moderate amount,A moderate amount,A moderate amount,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,2LRYxXxaTE5gfmJUxctdU1,36661704,,,
2025-03-18 00:34:36,2025-03-18 00:37:24,IP Address,70.100.122.204,100,168,True,2025-03-18 00:37:25,R_7daSIfodyToiCy9,,,,,42.4975,-94.168,anonymous,EN,0.8999999761581421,,0,5,,Agree,Female,October,5,2011,White,Some college,High school degree or equivalent,"$50,000 through $74,999",Fort dodge,Iowa,Yes,Android phone,Yes,Yes,No,,5 days,1 hour or less,,Music videos,No comment,A moderate amount,A moderate amount,A little,A lot,A moderate amount,Sometimes,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0RQxaQbtrdTzcjZEnMvxfe,36661704,1449,,Complete
2025-03-18 00:28:03,2025-03-18 00:40:22,IP Address,207.228.201.78,100,738,True,2025-03-18 00:40:22,R_1ekop0xjKLcHxgP,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,July,11,2012,White,"Bachelor's degree (e.g. BA, BS)","Master's degree (e.g. MA, MS)","$100,000 or greater",BRONX-NY,NY,Yes,Android tablet,Yes,Yes,Yes," I’ve set controls so they can only watch age-appropriate stuff and can’t comment on videos or anything. Keeps it chill!",6 days,1 hour or less,,Diy crafts,"i’ve noticed my kid gets kinda hyper after watching youtube, like they’re all amped up from the fast-paced videos. it’s not terrible, but i do worry about how it affects their attention span. like, they’ll watch something for 5 seconds and then swipe to the next thing—it’s like they’re training their brain to not focus",A lot,A lot,A great deal,A lot,A moderate amount,"my teenager watching these prank videos that were just way too over the top and sometimes kinda mean-spirited. Some of the channels just glorify causing chaos, and it worries me they might think that’s okay behavior in real life. I had to sit them down for a little chat about it",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,28q7chRmfwF2Y4ZrzeZ7BI,36661704,1449,,Complete
2025-03-18 00:40:03,2025-03-18 00:42:51,IP Address,99.96.217.65,100,167,True,2025-03-18 00:42:51,R_7WMepjl8NRDDq5k,,,,,36.5246,-87.3465,anonymous,EN,1,,0,5,,Agree,Male,September,21,2011,White,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",,,Yes,iPad tablet,No,Yes,Yes,,6 days,1 hour or less,,nicky,this is easy,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,this is very good,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4VoZwSVrzmlf06d5e4HfKG,36661704,1449,,Complete
2025-03-18 00:25:57,2025-03-18 00:47:41,IP Address,107.72.178.226,100,1304,True,2025-03-18 00:47:42,R_5pMjftsNQgGlqnv,,,,,25.9562,-80.1828,anonymous,EN,0.8999999761581421,,0,5,,Agree,Female,January,1,2016,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Okmulgee,Oklahoma,Yes,Android tablet,Yes,Yes,Yes,"using google one ",5 days,1 hour or less,,"cartoon net work ","doing nothing ",A great deal,A lot,A great deal,A lot,A great deal,"yes it was about swearing ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,76xNmgpLU2C17Dsi8KmMwk,36661704,1449,,Complete
2025-03-18 00:55:14,2025-03-18 01:01:35,IP Address,174.247.240.84,100,380,True,2025-03-18 01:01:36,R_5pfhl8T9BZa2fw7,,,,,36.1544,-96.0341,anonymous,EN,0.8999999761581421,,0,5,,Agree,Female,May,2,2012,Black or African American,Less than high school,Less than high school,"Less than $5,000",Jackson TN,Il,Yes,Android phone,Yes,Yes,Yes,Parental Control,5 days,More than 2 hours,,"Peppa Pig ",Nth,A great deal,A lot,A moderate amount,A lot,A great deal,NA,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,63uAi0GXH8SauZeeKW8doJ,36661704,1449,,Complete
2025-03-18 00:59:37,2025-03-18 01:03:55,IP Address,,100,258,True,2025-03-18 01:03:56,R_6HUmPTrYOab6Qm9,,,,,,,anonymous,EN,0.8999999761581421,,0,15,,Agree,Male,May,12,2017,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$50,000 through $74,999",Chicago,Illinois,Yes,Android phone,Yes,No,Yes,Yes,6 days,More than 2 hours,,MrBeast,No,A little,A little,A moderate amount,A little,None at all,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,7iTWCjiiPkeRPe0avVLVfZ,36661704,,,
2025-03-18 01:01:05,2025-03-18 01:06:19,IP Address,73.117.144.11,100,314,True,2025-03-18 01:06:20,R_6iDYuhpU7115fmM,,,,,40.5948,-79.5647,anonymous,EN,0.699999988079071,,0,5,,Agree,Female,July,10,2014,"American Indian or Alaska Native,Hispanic or Latino/a","Bachelor's degree (e.g. BA, BS)","Master's degree (e.g. MA, MS)","$35,000 through $49,999","Pittsburgh ",PA,Yes,Android tablet,No,No,No,,7 days,More than 2 hours,,"Peppa pig ",He likes to watch cartoons mostly it's just I watch regular TV,A moderate amount,A lot,A little,A lot,A moderate amount,"None ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2sgyubBxkzfQukoIA1UH92,36661704,1449,,Complete
2025-03-18 01:02:08,2025-03-18 01:08:05,IP Address,,100,357,True,2025-03-18 01:08:06,R_6q1OjoTsg6RrqL0,,,,,,,anonymous,EN,0.8999999761581421,,0,5,,Agree,Male,March,5,2018,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Brookly,NY,No,iPhone,Yes,Yes,Yes,what your phone brand name?,7 days,1.5 hours or less,,Mrbeast,"excited, talkative, moody",A great deal,A great deal,A great deal,A great deal,A great deal,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,4Vv1ClGCLFLYOjmhLhtvQe,36661704,,,
2025-03-18 01:07:38,2025-03-18 01:11:15,IP Address,,100,216,True,2025-03-18 01:11:15,R_3NoesFX7yY0XSkV,,,,,,,anonymous,EN,0.8999999761581421,,0,5,,Agree,Female,December,16,2013,White,Other,"Bachelor's degree (e.g. BA, BS)","$25,000 through $34,999",TEXAS,TX,Yes,Android tablet,No,No,Yes,"SECURITY QUESTION ",3 days,45 minutes or less,,SPONGEBOB SQUARE PANTS,NO,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,3YqtKvccZnQ7BqGihsvtN9,36661704,,,
2025-03-18 01:06:10,2025-03-18 01:18:46,IP Address,88.209.233.103,100,756,True,2025-03-18 01:18:46,R_79ujfrIm625ixkd,,,,,41.328,-74.1894,anonymous,EN,1,,0,5,,Agree,Male,May,1,2014,White,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999","Clayton ",NC,Yes,iPhone,Yes,Yes,No,,7 days,30 minutes or less,,Cocomelon,"I notice my child gets really excited and talks a lot about what they watched, especially when it's something fun or educational. Sometimes, they get frustrated when screen time is over, which concerns me a little. I’m surprised by how quickly they pick up new phrases or songs from YouTube videos.",A great deal,A lot,A moderate amount,A lot,A great deal,"No , I have never experience any disturbing content on YouTube and concern about.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5qWUclzyZQu5b75gCtzkUO,36661704,1449,,Complete
2025-03-18 01:15:58,2025-03-18 01:19:23,IP Address,71.143.93.223,100,204,True,2025-03-18 01:19:23,R_5D17o4w7jsPdHGO,,,,,31.3145,-89.3788,anonymous,EN,0.8999999761581421,,0,5,,Agree,Male,May,14,2014,Black or African American,"Bachelor's degree (e.g. BA, BS)","Master's degree (e.g. MA, MS)","$100,000 or greater","Los Angeles ",CA,Yes,iPhone,Yes,No,Yes,"Censorsship ",7 days,More than 2 hours,,Blippi,They learned alot more,A great deal,A great deal,A lot,A lot,A lot,"Looking at nudity ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3jZi3BVSR5jgbLyBc93oUt,36661704,1449,,Complete
2025-03-18 01:24:00,2025-03-18 01:26:15,IP Address,72.49.202.237,100,135,True,2025-03-18 01:26:15,R_5LoLxSPMCaEXtBf,,,,,39.1678,-84.4975,anonymous,EN,0.5,,0,5,,Agree,Male,July,7,2012,White,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater","New york ",NY,Yes,Android tablet,No,Yes,No,,5 days,2 hours or less,,Beast,"He's more composed and exciting ",A great deal,A great deal,A great deal,A lot,A great deal,"Nope, I haven't ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,44fFCHXZybLIzalSvsFjXV,36661704,1449,,Complete
2025-03-18 01:28:51,2025-03-18 01:31:53,IP Address,,100,181,True,2025-03-18 01:31:53,R_31obpEnsjkFxXwL,,,,,,,anonymous,EN,0.699999988079071,,0,10,,Agree,Male,July,6,2018,White,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999","Ohio ",OH,Yes,iPhone,No,Yes,Yes,"Dad protect ",2 days,45 minutes or less,,"Cartoon ","Natural ",A lot,A little,A moderate amount,A moderate amount,A moderate amount,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,2ch0j1SqhH0JzX2DWZNJFj,36661704,,,
2025-03-18 01:22:53,2025-03-18 01:32:41,IP Address,172.58.10.29,100,588,True,2025-03-18 01:32:42,R_1mzRCCMq2UM5IY1,,,,,45.0228,-93.3012,anonymous,EN,0.8999999761581421,,0,5,,Agree,Male,July,26,2014,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Minneapolis,Minnesota,No,iPhone,No,Yes,No,,5 days,2 hours or less,,Mrbeast,yeah,A great deal,A great deal,A great deal,A lot,A great deal,Later.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,47WXVFXWV1gDUlSJwLqJzi,36661704,1449,,Complete
2025-03-18 01:29:37,2025-03-18 01:34:02,IP Address,76.146.56.76,100,265,True,2025-03-18 01:34:03,R_1ZV3qtIRE1Vz8iZ,,,,,47.6711,-122.1253,anonymous,EN,0.6000000238418579,,0,0,,Agree,Female,June,6,2011,White,High school degree or equivalent,High school degree or equivalent,"$50,000 through $74,999","Redmond ",Wa,Yes,iPhone,No,,Yes,Screen time limit,7 days,2 hours or less,,"Kia cenat ","While on YouTube she gets aggravated if you need her to do something ",A great deal,A great deal,A great deal,A lot,A great deal,She watches a high school show that talks about sex,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1hLa5OBTiqzxGLmKRkM6Nx,36661704,1449,,Complete
2025-03-18 01:45:23,2025-03-18 01:53:12,IP Address,172.56.166.111,100,469,True,2025-03-18 01:53:13,R_7lJrgjjOTUZNFNF,,,,,40.7035,-73.9235,anonymous,EN,0.8999999761581421,,0,5,,Agree,Male,July,5,2015,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",bronx,new york,Yes,iPhone,Yes,Yes,No,no,5 days,1 hour or less,,Ryan's world,"After spending time on YouTube, I’ve noticed my child becomes more focused on specific interests, but I'm concerned about too much screen time affecting their attention span. ",A great deal,A lot,A great deal,A lot,A great deal,"Yes, I’ve noticed some questionable content, like inappropriate language on certain prank channels, which raised concerns about what my child is exposed to.    ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0NRvVJTnZjWy8a33DmoTVJ,36661704,1449,,Complete
2025-03-18 01:39:38,2025-03-18 01:57:18,IP Address,72.34.108.61,100,1059,True,2025-03-18 01:57:18,R_7bzozRj4d2RIutz,,,,,34.4449,-117.5196,anonymous,EN,1,,0,20,,Agree,Female,August,13,2015,Hispanic or Latino/a,Some college,Some college,"$75,000 through $99,999",Los Angeles,California,Yes,iPad tablet,No,Yes,Yes,,4 days,More than 2 hours,,Lanky Box,"I do notice that he asks questions about what he hears on youtube. I think that he is laughing for the majority of the time afterwards. ",A lot,A lot,A lot,A lot,A lot,"He doesn't really come across violence and swearing types of videos. Youtube kids does a very good job of filtering the videos my son watches. ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2ZxaxSe5yzdCACo7lU6DmF,36661704,1449,,Complete
2025-03-18 02:12:18,2025-03-18 02:15:39,IP Address,107.77.206.167,100,200,True,2025-03-18 02:15:40,R_3MFIfgIA4GHvsmJ,,,,,41.8483,-87.6517,anonymous,EN,0.800000011920929,,0,5,,Agree,Male,May,12,2011,Black or African American,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$25,000 through $34,999",Minneapolis,MN,Yes,iPad tablet,Yes,Yes,Yes,Violent and sexual content,5 days,More than 2 hours,,Mr Beast,My child is a little more curious,A lot,A lot,A lot,A lot,A lot,I have worried about this before.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6AbY9sWf9DUTKDizeIC93Y,36661704,1449,,Complete
2025-03-18 02:13:15,2025-03-18 02:18:44,IP Address,98.30.96.67,100,329,True,2025-03-18 02:18:45,R_3xVQHL7Ui75hQOC,,,,,38.0152,-84.4894,anonymous,EN,0.8999999761581421,,0,5,,Agree,Male,June,4,2011,"Black or African American,White",High school degree or equivalent,Less than high school,"$25,000 through $34,999","Kentucky ",Ny,Yes,Android phone,Yes,Yes,Yes,"Everything ",7 days,1.5 hours or less,,"Fortnight ",No,A great deal,A great deal,A great deal,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,58mp3hd5BNtOy82kRrx2e0,36661704,1449,,Complete
2025-03-18 02:19:22,2025-03-18 02:25:07,IP Address,174.225.180.193,100,345,True,2025-03-18 02:25:08,R_3uNf8ArCIAjS7ip,,,,,39.8079,-86.0949,anonymous,EN,0.699999988079071,,0,5,,Agree,Female,August,24,2012,"Hispanic or Latino/a,White",Some college,Some college,"$35,000 through $49,999","Fort Wayne ",IN,Yes,iPhone,No,No,No,,3 days,45 minutes or less,,Mr. Beast,"Sometimes she is excited to show me one of the new videos posted by her favorite streamers if it resonated with her. A lot of bloggers she follows post feel good content or have videos focused on helping others, which I think has a positive impact on her.",A moderate amount,A moderate amount,A moderate amount,A lot,A little,"Yes, sometimes when one or more of my kids is on YouTube shorts, a video will come across their feet that is not appropriate or off-topic from what they were originally  watching. Some of these can be inappropriate at times, due to their violent or sexual nature.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4TEcxzOJrHsAfP56CBhDDR,36661704,1449,,Complete
2025-03-18 02:26:32,2025-03-18 02:33:38,IP Address,104.231.129.124,100,425,True,2025-03-18 02:33:39,R_3bQEayJeXmpxNOF,,,,,40.3911,-82.8077,anonymous,EN,1,,0,5,,Agree,Male,June,1,2012,"Black or African American,White,Multiracial",Some college,High school degree or equivalent,"$50,000 through $74,999","Ashley ",OH,No,Android tablet,No,,No,,7 days,1 hour or less,,"He doesn't really have a favorite person or channel to watch on YouTube ",Nothing wrong with his behavior.,A moderate amount,A moderate amount,A little,A lot,A moderate amount,"No concerns at the moment on what content my child has observed on YouTube. He's good at not watching things he knows he shouldn't. ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1PqZlYzbqonNNB9Lj4sene,36661704,1449,,Complete
2025-03-18 02:33:52,2025-03-18 02:39:30,IP Address,173.184.172.193,100,337,True,2025-03-18 02:39:31,R_3ubUfGPdhbOqPgR,,,,,35.4155,-80.6143,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,August,8,2014,Black or African American,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$50,000 through $74,999","Charlotte ",NC,Yes,Some other device,No,No,Yes,,7 days,More than 2 hours,,Bluey,No concerns or problems.,A great deal,A great deal,A great deal,A lot,A great deal,Some dating and relationship podcasts using foul language.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6AqmHzSxNpkmoXNP9xujdN,36661704,1449,,Complete
2025-03-18 02:42:43,2025-03-18 02:45:11,IP Address,172.59.188.176,100,147,True,2025-03-18 02:45:11,R_7qVD0tYwYi3iLMF,,,,,41.8835,-87.6305,anonymous,EN,0.8999999761581421,,0,5,,Agree,Male,September,15,2014,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Florida,Florida,No,Android tablet,Yes,Yes,Yes,Good,7 days,More than 2 hours,,"Coco melon ",Is good,A little,A moderate amount,A moderate amount,A lot,A moderate amount,Is good,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1M9xTlbRV6mTU3oT636zkE,36661704,1449,,Complete
2025-03-18 02:22:17,2025-03-18 02:45:31,IP Address,199.83.176.23,100,1394,True,2025-03-18 02:45:31,R_6SIsepWaTDSKhHj,,,,,37.751,-97.822,anonymous,EN,0.699999988079071,,0,0,,Agree,Female,December,8,2012,White,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",New York,NY,Yes,iPad tablet,Yes,Yes,Yes,YES,7 days,1.5 hours or less,,MrBist,"day to day very good talent ",A lot,A great deal,A lot,A lot,A great deal," Many of these are related to the platform's ability to spread misinformation and promote unhealthy content, as well as its potential for fostering an environment of cyberbullying and online harassment.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6eE1JHLc1yaM4XvhsKQehH,36661704,1449,,Complete
2025-03-18 02:43:30,2025-03-18 02:48:44,IP Address,,100,313,True,2025-03-18 02:48:45,R_6gitlfATGyb2YRq,,,,,,,anonymous,EN,0.6000000238418579,,0,0,,Agree,Male,December,12,2012,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Richmond,Virginia,No,Android tablet,Yes,Yes,Yes,YES,5 days,2 hours or less,,CARTUN,"Attention Span: They may have shorter attention spans and become easily distracted by other activities.
Mood Changes: Some children might become more irritable or restless after prolonged screen time.
Content Influence: You might observe changes in their language, interests, or attitudes based on the content they watch.
Social Interaction: They may prefer screen time over interacting with family or friends, potentially leading to social withdrawal.",A lot,A moderate amount,A lot,A moderate amount,A lot,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,7vIPfAtdeWj655VbhTQFSS,36661704,,,
